"","language","speechno","sentence_text","pre_sentence","post_sentence"
"SV22_1","SV",22,"Fru talman! Konkurrenskraft är viktigt, men får inte vara det enda kriteriet.","","Vårt energiberoende innebär att endast kol kan garantera oss en säker försörjning som en inhemsk källa till fossilt bränsle. Gruvdriftens ekonomiska och sociala betydelse i flera europeiska regioner innebär att nedläggningen av gruvor inte får ses som något ofrånkomligt, antingen det handlar om 2014 eller 2018."
"SV22_2","SV",22,"Vårt energiberoende innebär att endast kol kan garantera oss en säker försörjning som en inhemsk källa till fossilt bränsle.","Fru talman! Konkurrenskraft är viktigt, men får inte vara det enda kriteriet.","Gruvdriftens ekonomiska och sociala betydelse i flera europeiska regioner innebär att nedläggningen av gruvor inte får ses som något ofrånkomligt, antingen det handlar om 2014 eller 2018. Om vi fortsätter att vara beroende av kol som energikälla kommer vi 2018 att vara tvungna att fortsätta trygga energiförsörjningen, antingen med hjälp av stöd om gruvorna inte är konkurrenskraftiga eller utan stöd om de är konkurrenskraftiga."
"SV22_3","SV",22,"Gruvdriftens ekonomiska och sociala betydelse i flera europeiska regioner innebär att nedläggningen av gruvor inte får ses som något ofrånkomligt, antingen det handlar om 2014 eller 2018.","Fru talman! Konkurrenskraft är viktigt, men får inte vara det enda kriteriet. Vårt energiberoende innebär att endast kol kan garantera oss en säker försörjning som en inhemsk källa till fossilt bränsle.","Om vi fortsätter att vara beroende av kol som energikälla kommer vi 2018 att vara tvungna att fortsätta trygga energiförsörjningen, antingen med hjälp av stöd om gruvorna inte är konkurrenskraftiga eller utan stöd om de är konkurrenskraftiga. Vi måste även överväga kolets konkurrenskraft när det gäller sysselsättning och miljöpåverkan - inte bara dess ekonomiska konkurrenskraft."
"SV22_4","SV",22,"Om vi fortsätter att vara beroende av kol som energikälla kommer vi 2018 att vara tvungna att fortsätta trygga energiförsörjningen, antingen med hjälp av stöd om gruvorna inte är konkurrenskraftiga eller utan stöd om de är konkurrenskraftiga.","Vårt energiberoende innebär att endast kol kan garantera oss en säker försörjning som en inhemsk källa till fossilt bränsle. Gruvdriftens ekonomiska och sociala betydelse i flera europeiska regioner innebär att nedläggningen av gruvor inte får ses som något ofrånkomligt, antingen det handlar om 2014 eller 2018.","Vi måste även överväga kolets konkurrenskraft när det gäller sysselsättning och miljöpåverkan - inte bara dess ekonomiska konkurrenskraft. Europeiskt kol är säkert kol."
"SV22_5","SV",22,"Vi måste även överväga kolets konkurrenskraft när det gäller sysselsättning och miljöpåverkan - inte bara dess ekonomiska konkurrenskraft.","Gruvdriftens ekonomiska och sociala betydelse i flera europeiska regioner innebär att nedläggningen av gruvor inte får ses som något ofrånkomligt, antingen det handlar om 2014 eller 2018. Om vi fortsätter att vara beroende av kol som energikälla kommer vi 2018 att vara tvungna att fortsätta trygga energiförsörjningen, antingen med hjälp av stöd om gruvorna inte är konkurrenskraftiga eller utan stöd om de är konkurrenskraftiga.","Europeiskt kol är säkert kol. Det är något vi måste vara på det klara med, särskilt med tanke på att gruvolyckor är vanliga utanför Europa."
"SV22_6","SV",22,"Europeiskt kol är säkert kol.","Om vi fortsätter att vara beroende av kol som energikälla kommer vi 2018 att vara tvungna att fortsätta trygga energiförsörjningen, antingen med hjälp av stöd om gruvorna inte är konkurrenskraftiga eller utan stöd om de är konkurrenskraftiga. Vi måste även överväga kolets konkurrenskraft när det gäller sysselsättning och miljöpåverkan - inte bara dess ekonomiska konkurrenskraft.","Det är något vi måste vara på det klara med, särskilt med tanke på att gruvolyckor är vanliga utanför Europa. Dessutom kan europeiskt kol vara rent."
"SV22_7","SV",22,"Det är något vi måste vara på det klara med, särskilt med tanke på att gruvolyckor är vanliga utanför Europa.","Vi måste även överväga kolets konkurrenskraft när det gäller sysselsättning och miljöpåverkan - inte bara dess ekonomiska konkurrenskraft. Europeiskt kol är säkert kol.","Dessutom kan europeiskt kol vara rent. I ändringsförslagen till Rapkaybetänkandet ber vi därför om en obegränsad förlängning av stödet för kostnader som gäller koldioxidavskiljning och andra tekniker som gör det möjligt att förbränna kol på ett renare sätt."
"SV22_8","SV",22,"Dessutom kan europeiskt kol vara rent.","Europeiskt kol är säkert kol. Det är något vi måste vara på det klara med, särskilt med tanke på att gruvolyckor är vanliga utanför Europa.","I ändringsförslagen till Rapkaybetänkandet ber vi därför om en obegränsad förlängning av stödet för kostnader som gäller koldioxidavskiljning och andra tekniker som gör det möjligt att förbränna kol på ett renare sätt."
"SV22_9","SV",22,"I ändringsförslagen till Rapkaybetänkandet ber vi därför om en obegränsad förlängning av stödet för kostnader som gäller koldioxidavskiljning och andra tekniker som gör det möjligt att förbränna kol på ett renare sätt.","Det är något vi måste vara på det klara med, särskilt med tanke på att gruvolyckor är vanliga utanför Europa. Dessutom kan europeiskt kol vara rent.",""
"SV23_1","SV",23,"Fru talman! Denna åtgärd bekräftar det gamla talesättet att en finansiär har en hållhake på staten liksom repet har en hållhake på den hängde mannen.","","Jag skulle vilja säga tre saker. För det första anser jag att pengarna borde gå till att stödja de konkurrenskraftiga gruvor som befinner sig i farozonen och som utgör fem procent av gruvorna i hela EU."
"SV23_2","SV",23,"Jag skulle vilja säga tre saker.","Fru talman! Denna åtgärd bekräftar det gamla talesättet att en finansiär har en hållhake på staten liksom repet har en hållhake på den hängde mannen.","För det första anser jag att pengarna borde gå till att stödja de konkurrenskraftiga gruvor som befinner sig i farozonen och som utgör fem procent av gruvorna i hela EU. Vi borde också förhindra import av subventionerat kol från länder utanför EU."
"SV23_3","SV",23,"För det första anser jag att pengarna borde gå till att stödja de konkurrenskraftiga gruvor som befinner sig i farozonen och som utgör fem procent av gruvorna i hela EU.","Fru talman! Denna åtgärd bekräftar det gamla talesättet att en finansiär har en hållhake på staten liksom repet har en hållhake på den hängde mannen. Jag skulle vilja säga tre saker.","Vi borde också förhindra import av subventionerat kol från länder utanför EU. För det tredje bör vi förhindra inblandning av lobbyister."
"SV23_4","SV",23,"Vi borde också förhindra import av subventionerat kol från länder utanför EU.","Jag skulle vilja säga tre saker. För det första anser jag att pengarna borde gå till att stödja de konkurrenskraftiga gruvor som befinner sig i farozonen och som utgör fem procent av gruvorna i hela EU.","För det tredje bör vi förhindra inblandning av lobbyister. Jag kan nämna ett exempel från Ryssland, där oljelobbyn har lyckats driva igenom nedläggningar av gruvor i Vorkuta-regionen med katastrofala sociala följder."
"SV23_5","SV",23,"För det tredje bör vi förhindra inblandning av lobbyister.","För det första anser jag att pengarna borde gå till att stödja de konkurrenskraftiga gruvor som befinner sig i farozonen och som utgör fem procent av gruvorna i hela EU. Vi borde också förhindra import av subventionerat kol från länder utanför EU.","Jag kan nämna ett exempel från Ryssland, där oljelobbyn har lyckats driva igenom nedläggningar av gruvor i Vorkuta-regionen med katastrofala sociala följder. Detta får inte ske i EU."
"SV23_6","SV",23,"Jag kan nämna ett exempel från Ryssland, där oljelobbyn har lyckats driva igenom nedläggningar av gruvor i Vorkuta-regionen med katastrofala sociala följder.","Vi borde också förhindra import av subventionerat kol från länder utanför EU. För det tredje bör vi förhindra inblandning av lobbyister.","Detta får inte ske i EU."
"SV23_7","SV",23,"Detta får inte ske i EU.","För det tredje bör vi förhindra inblandning av lobbyister. Jag kan nämna ett exempel från Ryssland, där oljelobbyn har lyckats driva igenom nedläggningar av gruvor i Vorkuta-regionen med katastrofala sociala följder.",""
"SV24_1","SV",24,"Fru talman! För att mildra miljöpåverkan och de sociala följderna och för att trygga säkra energireserver har vi lagt fram tre ändringsförslag i kammaren med följande syften.","","För det första att minska den totala bidragsvolymen per år, men utan procentuell gräns eller gräns per företag. I detta hänseende är vi tacksamma för Werner Langens ståndpunkt om att de fasta referenserna bör tas bort och att alla medlemsstater ska kunna fatta beslut utifrån egna intressen."
"SV24_2","SV",24,"För det första att minska den totala bidragsvolymen per år, men utan procentuell gräns eller gräns per företag.","Fru talman! För att mildra miljöpåverkan och de sociala följderna och för att trygga säkra energireserver har vi lagt fram tre ändringsförslag i kammaren med följande syften.","I detta hänseende är vi tacksamma för Werner Langens ståndpunkt om att de fasta referenserna bör tas bort och att alla medlemsstater ska kunna fatta beslut utifrån egna intressen. Det andra syftet är att bidrag för att täcka extraordinära kostnader ska förlängas till 2030."
"SV24_3","SV",24,"I detta hänseende är vi tacksamma för Werner Langens ståndpunkt om att de fasta referenserna bör tas bort och att alla medlemsstater ska kunna fatta beslut utifrån egna intressen.","Fru talman! För att mildra miljöpåverkan och de sociala följderna och för att trygga säkra energireserver har vi lagt fram tre ändringsförslag i kammaren med följande syften. För det första att minska den totala bidragsvolymen per år, men utan procentuell gräns eller gräns per företag.","Det andra syftet är att bidrag för att täcka extraordinära kostnader ska förlängas till 2030. Detta bidrar till att mildra energiberoendet för flera EU-länder, inklusive Spanien."
"SV24_4","SV",24,"Det andra syftet är att bidrag för att täcka extraordinära kostnader ska förlängas till 2030.","För det första att minska den totala bidragsvolymen per år, men utan procentuell gräns eller gräns per företag. I detta hänseende är vi tacksamma för Werner Langens ståndpunkt om att de fasta referenserna bör tas bort och att alla medlemsstater ska kunna fatta beslut utifrån egna intressen.","Detta bidrar till att mildra energiberoendet för flera EU-länder, inklusive Spanien. Det skulle säkra en fortsättning av den inhemska produktionen och bevara tusentals arbetstillfällen som viktiga regioner i Spanien och EU i stort till stor del är beroende av."
